timestamp,LUV,LUV_rolling_7_day_avg,LUV_rolling_14_day_avg,LUV_rolling_30_day_avg,LUV_rolling_90_day_avg,LUV_7_days_ago,LUV_14_days_ago,LUV_30_days_ago,LUV_90_days_ago,LUV_log_price,LUV_pct_change_7_days,LUV_pct_change_14_days,LUV_pct_change_30_days,LUV_pct_change_90_days
2016-10-03,39.74,,,,,,,,,3.6823582371236707,,,,
2016-10-04,39.16,,,,,,,,,3.6676558176623097,,,,
2016-10-05,39.1,,,,,,,,,3.66612246699132,,,,
2016-10-06,39.17,,,,,,,,,3.66791114767774,,,,
2016-10-07,38.47,,,,,,,,,3.6498787167642037,,,,
2016-10-10,39.77,,,,,39.74,,,,3.6831128592195994,0.0007549068948163346,,,
2016-10-11,39.79,39.31428571428571,,,,39.16,,,,3.683615624438837,0.016087844739530198,,,
2016-10-12,40.01,39.35285714285714,,,,39.1,,,,3.6891294228691436,0.02327365728900247,,,
2016-10-13,41.38,39.67,,,,39.17,,,,3.722797672317397,0.0564207301506255,,,
2016-10-14,41.32,39.987142857142864,,,,38.47,,,,3.721346644251438,0.0740837015856512,,,
2016-10-17,41.24,40.28285714285715,,,,39.77,39.74,,,3.719408659148759,0.03696253457379931,0.0377453447408153,,
2016-10-18,41.68,40.74142857142857,,,,39.79,39.16,,,3.7300213974451113,0.047499371701432536,0.06435137895812061,,
2016-10-19,42.25,41.09571428571429,,,,40.01,39.1,,,3.7436043538031827,0.05598600349912527,0.08056265984654727,,
2016-10-20,42.29,41.452857142857134,40.38357142857143,,,41.38,39.17,,,3.7445506514843974,0.0219913001449975,0.07965279550676531,,
2016-10-21,42.43,41.79857142857143,40.575714285714284,,,41.32,38.47,,,3.7478556592142334,0.026863504356243937,0.10293735378216795,,
2016-10-24,42.33,41.934285714285714,40.80214285714286,,,41.24,39.77,,,3.745496054532832,0.026430649854510095,0.06437012823736472,,
2016-10-25,41.95,42.02428571428572,41.00571428571429,,,41.68,39.79,,,3.7364784329132155,0.006477927063339806,0.05428499623020869,,
2016-10-26,38.4,41.61857142857143,40.95071428571429,,,42.25,40.01,,,3.648057459593681,-0.09112426035502962,-0.04023994001499624,,
2016-10-27,39.24,41.269999999999996,41.00571428571429,,,42.29,41.38,,,3.6696966346971625,-0.07212106881059345,-0.05171580473658773,,
2016-10-28,39.18,40.83142857142857,40.96357142857143,,,42.43,41.32,,,3.6681664125163946,-0.07659674758425643,-0.051790900290416275,,
2016-10-31,40.05,40.51142857142857,40.982142857142854,,,42.33,41.24,,,3.6901286735143684,-0.053862508858965305,-0.02885548011639197,,
2016-11-01,39.68,40.11857142857143,40.958571428571425,,,41.95,41.68,,,3.6808472824166723,-0.05411203814064369,-0.04798464491362764,,
2016-11-02,39.61,39.730000000000004,40.832142857142856,,,38.4,42.25,39.74,,3.6790816116338254,0.031510416666666693,-0.06248520710059173,-0.0032712632108707236,
2016-11-03,39.7,39.40857142857143,40.71642857142858,,,39.24,42.29,39.16,,3.681351187693145,0.011722731906218167,-0.06124379285883179,0.013789581205311704,
2016-11-04,40.38,39.691428571428574,40.65500000000001,,,39.18,42.43,39.1,,3.6983346128846915,0.03062787136294035,-0.048314871553146295,0.0327365728900256,
2016-11-07,41.57,40.02428571428572,40.64714285714285,,,40.05,42.33,,,3.727378753264546,0.03795255930087399,-0.017954169619655045,,
2016-11-08,41.93,40.417142857142856,40.62428571428571,,,39.68,41.95,,,3.7360015611826713,0.05670362903225806,-0.0004767580452920888,,
2016-11-09,42.37,40.74857142857143,40.63,,,39.61,38.4,39.77,,3.7464405646384678,0.06967937389548089,0.10338541666666665,0.06537591149107352,
2016-11-10,43.64,41.31428571428571,40.71642857142858,,,39.7,39.24,39.79,,3.77597416096487,0.09924433249370271,0.11213047910295612,0.09675797939180703,
2016-11-11,43.84,41.91857142857143,40.824285714285715,40.72233333333334,,40.38,39.18,40.01,,3.7805466426397603,0.0856859831599802,0.1189382337927515,0.09572606848287941,
2016-11-14,45.35,42.72571428571429,41.067142857142855,40.90933333333333,,41.57,40.05,,,3.814410176561146,0.0909309598267982,0.13233458177278415,,
2016-11-15,46.25,43.564285714285724,41.62785714285714,41.14566666666666,,41.93,39.68,,,3.834061463958434,0.1030288576198426,0.16557459677419356,,
2016-11-16,45.85,44.175714285714285,42.1,41.37066666666667,,42.37,39.61,41.24,,3.825375198702474,0.08213358508378579,0.1575359757636961,0.1117846750727449,
2016-11-17,46.69,44.855714285714285,42.636428571428574,41.62133333333333,,43.64,39.7,41.68,,3.8435300089828455,0.06989000916590278,0.17607052896725425,0.12020153550863719,
2016-11-18,47.06,45.52571428571429,43.137142857142855,41.907666666666664,,43.84,40.38,42.25,,3.8514233832992164,0.07344890510948902,0.1654284299157999,0.1138461538461539,
2016-11-21,47.36,46.057142857142864,43.68571428571429,42.160666666666664,,45.35,41.57,,,3.8577779905757503,0.04432194046306501,0.13928313687755592,,
2016-11-22,47.1,46.52285714285714,44.22071428571429,42.40433333333333,,46.25,41.93,,,3.8522730010223722,0.01837837837837841,0.12330073932745056,,
2016-11-23,47.37,46.811428571428564,44.76857142857143,42.64966666666667,,45.85,42.37,42.33,,3.85798911693566,0.03315158124318421,0.11800802454566911,0.11906449326718638,
2016-11-25,47.45,46.98285714285714,45.27357142857142,42.852000000000004,,47.06,43.84,38.4,,3.859676525055937,0.00828729281767957,0.08234489051094888,0.23567708333333345,
2016-11-28,47.52,47.221428571428575,45.69857142857143,43.05866666666667,,47.36,45.35,,,3.8611506750543896,0.0033783783783784566,0.047850055126791656,,
2016-11-29,47.24,47.300000000000004,46.077857142857134,43.25866666666666,,47.1,46.25,,,3.8552409913291616,0.0029723991507431117,0.021405405405405448,,
2016-11-30,46.61,47.23571428571429,46.380714285714284,43.423,,47.37,45.85,40.05,,3.8418151103846494,-0.016043909647456153,0.016575790621592104,0.16379525593008745,
2016-12-01,47.07,47.19428571428572,46.62571428571429,43.583666666666666,,,46.69,39.68,,3.851635855413051,,0.008138787748982707,0.18623991935483872,
2016-12-02,47.91,47.309999999999995,46.916428571428575,43.770999999999994,,47.45,47.06,39.61,,3.8693242508950307,0.009694415173867096,0.01806204844878866,0.20954304468568535,
2016-12-05,47.07,47.26714285714286,47.03928571428572,43.925666666666665,,47.52,47.36,,,3.851635855413051,-0.009469696969697029,-0.0061233108108107925,,
2016-12-06,47.68,47.3,47.14142857142857,44.104,,47.24,47.1,,,3.8645120227570944,0.009314140558848385,0.012314225053078519,,
2016-12-07,49.85,47.63285714285714,47.42714285714286,44.367333333333335,,46.61,47.37,41.57,,3.9090184964078474,0.06951298004720022,0.052353810428541356,0.1991821024777484,
2016-12-08,49.6,47.96999999999999,47.635,44.74066666666667,,47.07,,41.93,,3.903990833730882,0.05374973443807098,,0.18292392082041503,
2016-12-09,49.79,48.42428571428571,47.83,45.092333333333336,,47.91,47.45,42.37,,3.9078141606540915,0.03924024212064293,0.04931506849315061,0.175123908425773,
2016-12-12,49.37,48.75285714285714,47.973571428571425,45.432,,47.07,47.52,,,3.8993429522707714,0.04886339494370081,0.03893097643097631,,
2016-12-13,49.55,48.987142857142864,48.14857142857142,45.748666666666665,,47.68,47.24,,,3.902982260775997,0.03921979865771807,0.04889923793395417,,
2016-12-14,49.28,49.30285714285714,48.285000000000004,46.068666666666665,,49.85,46.61,45.35,,3.8975183192252643,-0.011434302908726183,0.0572838446685261,0.08665931642778389,
2016-12-15,50.59,49.71857142857143,48.50928571428572,46.434666666666665,,49.6,47.07,46.25,,3.923753928303845,0.01995967741935488,0.07478223921818575,0.09383783783783792,
2016-12-16,49.93,49.730000000000004,48.68142857142857,46.775666666666666,,49.79,47.91,45.85,,3.910622024512518,0.002811809600321361,0.04216238781047805,0.08898582333696833,
2016-12-19,50.35,49.83714285714285,48.90357142857143,47.108,,49.37,47.07,,,3.9189986191645714,0.019850111403686532,0.06968345018058214,,
2016-12-20,50.89,49.994285714285716,49.20928571428572,47.41866666666667,,49.55,47.68,,,3.9296664406007413,0.027043390514631754,0.06732382550335572,,
2016-12-21,50.65,50.17714285714286,49.464999999999996,47.70933333333333,,49.28,49.85,47.36,,3.9249392306946924,0.027800324675324624,0.01604814443329984,0.06946790540540539,
2016-12-22,50.25,50.277142857142856,49.63214285714286,47.971999999999994,,50.59,49.6,47.1,,3.917010546939185,-0.006720695789681822,0.01310483870967739,0.06687898089171972,
2016-12-23,50.45,50.44428571428572,49.87357142857143,48.199,,49.93,49.79,47.37,,3.920982746799618,0.010414580412577671,0.013255673830086438,0.06502005488705943,
2016-12-27,50.49,50.43,50.074285714285715,48.42066666666666,,50.89,49.55,,,3.921775296870824,-0.007860090391039468,0.0189707366296671,,
2016-12-28,50.17,50.464285714285715,50.097142857142856,48.58133333333333,,50.65,49.28,47.52,,3.9154172384961616,-0.009476801579466869,0.018060064935064946,0.055765993265993234,
2016-12-29,50.2,50.44285714285714,50.14,48.713,,50.25,50.59,47.24,,3.9160150266976834,-0.0009950248756218339,-0.007709033405811436,0.06265876375952584,
2016-12-30,49.84,50.29285714285715,50.14357142857143,48.846,,50.45,49.93,46.61,,3.908817874479198,-0.012091179385530216,-0.0018025235329460507,0.06929843381248668,
2017-01-03,49.98,50.19714285714286,50.18714285714286,48.955666666666666,,50.49,50.89,,39.1,3.9116229254068062,-0.010101010101010202,-0.017881705639614928,,0.2782608695652173
2017-01-04,51.3,50.347142857142856,50.31214285714286,49.096999999999994,,50.17,50.65,47.07,39.17,3.937690752176724,0.022523420370739393,0.012833168805528107,0.08986615678776284,0.3096757722746999
2017-01-05,50.47,50.35,50.39714285714285,49.20066666666666,,50.2,50.25,47.68,38.47,3.921379100352171,0.005378486055776813,0.004378109452736296,0.05851510067114092,0.3119313750974786
2017-01-06,49.93,50.269999999999996,50.35000000000001,49.295,,49.84,50.45,49.85,,3.910622024512518,0.0018057784911716752,-0.01030723488602583,0.0016048144433299556,
2017-01-09,50.3,50.28857142857142,50.37642857142857,49.39266666666666,,,,,39.79,3.9180050771056933,,,,0.26413671776828346
2017-01-10,51.34,50.451428571428565,50.44714285714286,49.52233333333333,,49.98,50.49,,40.01,3.9384701754429945,0.027210884353741627,0.016835016835016862,,0.2831792051987005
2017-01-11,51.68,50.71428571428571,50.503571428571426,49.660999999999994,,51.3,50.17,49.37,41.38,3.945070859474346,0.007407407407407458,0.03009766792904122,0.04678954830868954,0.24891251812469783
2017-01-12,51.01,50.86142857142857,50.52928571428571,49.78666666666666,,50.47,50.2,49.55,41.32,3.932021691934835,0.010699425401228436,0.016135458167330582,0.02946518668012111,0.23451113262342685
2017-01-13,51.15,50.839999999999996,50.59357142857142,49.938,,49.93,49.84,49.28,,3.9347624923976356,0.024434207891047444,0.02628410914927759,0.03794642857142852,
2017-01-17,50.24,50.807142857142864,50.57857142857142,50.043666666666674,,51.34,49.98,,42.25,3.9168115221599433,-0.02142578885858982,0.005202080832333036,,0.18911242603550302
2017-01-18,50.38,50.871428571428574,50.57071428571428,50.126,,51.68,51.3,50.35,42.29,3.919594270924464,-0.02515479876160985,-0.017933723196880986,0.0005958291956306085,0.19129817923859077
2017-01-19,50.07,50.83857142857143,50.56357142857143,50.226000000000006,,51.01,50.47,50.89,42.43,3.9134220263418533,-0.018427759262889587,-0.007925500297206234,-0.016113185301630976,0.18006127739806743
2017-01-20,51.09,50.80285714285714,50.627142857142864,50.339666666666666,,51.15,49.93,50.65,,3.9335887833427066,-0.0011730205278591432,0.023232525535750125,0.008687068114511448,
2017-01-23,49.94,50.55428571428571,50.63428571428572,50.34266666666667,,,50.3,,41.95,3.910822284851627,,-0.007157057654075536,,0.19046483909415957
2017-01-24,49.65,50.36000000000001,50.61071428571428,50.34433333333333,,50.24,51.34,,38.4,3.9049983904911816,-0.011743630573248474,-0.03291780288274259,,0.29296875
2017-01-25,49.46,50.11857142857143,50.479285714285716,50.333333333333336,,50.38,51.68,,39.24,3.9011642620932703,-0.01826121476776502,-0.0429566563467492,,0.26044852191641177
2017-01-26,53.92,50.644285714285715,50.72571428571429,50.48500000000001,,50.07,51.01,50.49,39.18,3.987501466604052,0.07689235070900742,0.05704763771809457,0.06793424440483263,0.37621235324144975
2017-01-27,52.7,50.97571428571428,50.92357142857143,50.59,,51.09,51.15,50.17,,3.9646154555473165,0.03151301624584066,0.030303030303030387,0.050428542953956566,
2017-01-30,52.35,51.30142857142857,51.07,50.69233333333333,,49.94,,,39.68,3.9579519373165457,0.04825790949138974,,,0.319304435483871
2017-01-31,52.31,51.47571428571428,51.13928571428571,50.74966666666667,,49.65,50.24,,39.61,3.95718755738252,0.05357502517623371,0.04120222929936306,,0.32062610451906093
2017-02-01,52.73,51.87428571428571,51.214285714285715,50.842999999999996,,49.46,50.38,,39.7,3.9651845535423784,0.06611403154063882,0.04664549424374741,,0.32821158690176305
2017-02-02,52.86,52.332857142857144,51.346428571428575,50.92666666666667,,53.92,50.07,49.98,40.38,3.967646909176143,-0.019658753709198853,0.05572198921509884,0.05762304921968793,0.3090638930163446
2017-02-03,52.88,52.82142857142857,51.470000000000006,50.993,,52.7,51.09,51.3,,3.9680251955434307,0.0034155597722960096,0.035036210608729676,0.03079922027290459,
2017-02-06,53.07,52.699999999999996,51.672142857142866,51.07366666666667,,52.35,49.94,,41.93,3.9716117968398037,0.013753581661891095,0.06267521025230281,,0.26568089673264966
2017-02-07,53.04,52.74857142857143,51.862142857142864,51.16666666666667,,52.31,49.65,,42.37,3.971046345877607,0.013955266679411143,0.06827794561933537,,0.2518291243804579
2017-02-08,52.92,52.83,52.065714285714286,51.249,,52.73,49.46,50.3,43.64,3.968781339246755,0.0036032619002466307,0.06995551961180754,0.05208747514910546,0.21264894592117325
2017-02-09,54.52,53.145714285714284,52.31071428571429,51.38333333333333,46.84211111111111,52.86,53.92,51.34,43.84,3.998567606828332,0.03140370790768074,0.011127596439169166,0.06194000779119594,0.24361313868613135
2017-02-10,54.71,53.42857142857143,52.651428571428575,51.534666666666666,47.00844444444445,52.88,52.7,51.68,,4.002046508075734,0.034606656580937936,0.03814041745730546,0.05863003095975235,
2017-02-13,55.73,53.83857142857143,53.08571428571429,51.719,47.192555555555565,53.07,52.35,,46.25,4.020518601581445,0.05012247974373463,0.06456542502387766,,0.2049729729729729
2017-02-14,55.31,54.18571428571429,53.50357142857143,51.90133333333333,47.37266666666667,53.04,52.31,,45.85,4.012953724006587,0.04279788838612374,0.05735041101127891,,0.2063249727371865
2017-02-15,57.29,54.78857142857144,53.744285714285716,52.144999999999996,47.574,52.92,52.73,,46.69,4.048126088420487,0.08257747543461824,0.08647828560591699,,0.22702934247162138
2017-02-16,56.34,55.26,54.00428571428572,52.313,47.772555555555556,54.52,52.86,50.24,47.06,4.0314047624482265,0.03338224504768893,0.06583427922814991,0.12141719745222933,0.19719507012324694
2017-02-17,57.32,55.88857142857143,54.35928571428571,52.541333333333334,47.967555555555556,54.71,52.88,50.38,,4.048649602959971,0.047706086638640094,0.08396369137670191,0.1377530766177054,
2017-02-21,57.86,56.36571428571428,54.75571428571429,52.80566666666667,48.16833333333334,55.31,53.04,,47.37,4.058026299547989,0.04610377870186218,0.09087481146304677,,0.22144817394975727
2017-02-22,57.91,56.82285714285714,55.12571428571429,53.059333333333335,48.367222222222225,57.29,52.92,49.94,,4.058890081237698,0.01082213300750563,0.09429327286470134,0.1595915098117741,
2017-02-23,57.26,57.041428571428575,55.44,53.25666666666667,48.54366666666667,56.34,54.52,49.65,47.45,4.047602299669969,0.016329428470003453,0.05025678650036674,0.15327291037260826,0.2067439409905162
2017-02-24,58.54,57.50285714285714,55.84428571428572,53.48533333333333,48.73500000000001,57.32,54.71,49.46,,4.06971028126374,0.021284019539427754,0.07000548345823429,0.18358269308532144,
2017-02-27,58.43,57.66571428571428,56.22714285714285,53.73266666666667,48.926,,55.73,,47.24,4.067829456566345,,0.04844787367665536,,0.2368755292125317
2017-02-28,57.8,57.87428571428571,56.56714285714286,53.95433333333333,49.105111111111114,57.86,55.31,,46.61,4.056988775678332,-0.0010369858278603918,0.045018983908877146,,0.24007723664449684
2017-03-01,58.88,58.09714285714285,56.99285714285715,54.242333333333335,49.28988888888889,57.91,57.29,52.35,47.07,4.075501474420621,0.01675012951131076,0.027753534648280738,0.1247373447946514,0.25090291055874236
2017-03-02,57.57,58.05571428571428,57.21071428571428,54.482,49.459666666666664,57.26,56.34,52.31,47.91,4.053001598687718,0.0054139015019211015,0.02183173588924382,0.10055438730644232,0.20162805259862251
2017-03-03,58.86,58.19142857142857,57.50714285714286,54.775,49.64222222222222,58.54,57.32,52.73,,4.075161742805327,0.00546634779637855,0.026866713189113732,0.11625260762374366,
2017-03-06,57.56,58.23428571428571,57.63785714285715,54.99066666666667,49.81144444444444,58.43,,,47.68,4.052827882019167,-0.014889611500941254,,,0.2072147651006712
2017-03-07,56.83,57.99,57.74642857142857,55.22033333333333,49.97677777777778,57.8,57.86,,49.85,4.04006435530903,-0.016782006920415204,-0.01780159004493607,,0.14002006018054156
2017-03-08,56.68,57.74,57.70285714285715,55.45466666666667,50.1798888888889,58.88,57.91,53.07,49.6,4.03742141482248,-0.03736413043478266,-0.021239854947332014,0.06802336536649707,0.14274193548387093
2017-03-09,56.36,57.534285714285716,57.70428571428571,55.684666666666665,50.37011111111111,57.57,57.26,53.04,49.79,4.03175968703048,-0.021017891262810506,-0.01571777855396435,0.06259426847662142,0.13195420767222335
2017-03-10,55.88,57.105714285714285,57.60142857142858,55.75,50.55566666666667,58.86,58.54,52.92,,4.023206534388761,-0.05062861026163773,-0.04543901605739659,0.05593348450491309,
2017-03-13,54.49,56.66571428571429,57.36071428571428,55.809666666666665,50.71611111111111,57.56,58.43,,49.55,3.998017198595007,-0.053335649756775544,-0.06743111415368813,,0.09969727547931392
2017-03-14,52.88,55.81142857142857,57.001428571428576,55.82733333333333,50.86277777777777,56.83,57.8,,49.28,3.9680251955434307,-0.06950554284708774,-0.0851211072664359,,0.07305194805194808
2017-03-15,54.29,55.34428571428572,56.78928571428572,55.89333333333333,51.025888888888886,56.68,58.88,55.73,50.59,3.9943400479173596,-0.042166549047283,-0.07795516304347831,-0.02583886596088279,0.07313698359359548
2017-03-16,54.15,54.96142857142858,56.47571428571428,55.940666666666665,51.186444444444454,56.36,57.57,55.31,49.93,3.9917579734469997,-0.03921220723917674,-0.05940594059405944,-0.020972699331043277,0.08451832565591827
2017-03-17,53.18,54.46142857142858,56.10071428571429,55.95133333333333,51.32866666666666,55.88,58.86,57.29,,3.9736823858148735,-0.048317823908375135,-0.0965001698946653,-0.07174026880781985,
2017-03-20,53.45,54.04571428571428,55.79,55.970333333333336,51.46066666666667,54.49,57.56,,50.89,3.9787466374710543,-0.019086070838685982,-0.07140375260597635,,0.050304578502652825
2017-03-21,51.88,53.47428571428571,55.29,55.93066666666667,51.57122222222223,52.88,56.83,,50.65,3.948933359448243,-0.018910741301059,-0.08710188280837579,,0.024284304047384086
2017-03-22,52.46,53.184285714285714,54.925000000000004,55.91133333333333,51.68333333333333,54.29,56.68,,50.25,3.9600509744387278,-0.0337078651685393,-0.07445306986591388,,0.04398009950248758
2017-03-23,52.37,53.111428571428576,54.46142857142858,55.893,51.78033333333334,54.15,56.36,57.86,50.45,3.9583339082913964,-0.03287165281625118,-0.0707948899929028,-0.0948842032492223,0.038057482656095036
2017-03-24,52.61,52.87142857142857,54.10785714285714,55.82933333333334,51.87777777777778,53.18,55.88,57.91,,3.962906215742716,-0.010718315156073717,-0.058518253400143216,-0.09152132619582105,
